"Cite as: CAIT Climate Data Explorer. 2015. Washington, DC: World Resources Institute. Available online at:Êhttp://cait.wri.org.Ê Please Note: CAIT data are derived from several sources. Any use of the Land-Use Change and Forestry or Agriculture indicator should be cited as FAO 2014, FAOSTAT Emissions Database. Any use of CO2Êemissions from fuel combustion data should be cited as CO2ÊEmissions from Fuel Combustion, ©OECD/IEA, 2014.",,,,,,,,,,,,,,,,,,,,,
,,Total GHG,,Emissions by Gas excluding LUCF,,,,Emissions by Gas including LUCF,,,Emissions by Sector,,,,,,Emissions by Energy Sub-Sector,,,,
Country,Year,Total GHG Emissions Excluding Land-Use Change and Forestry (MtCO2e),Total GHG Emissions Including Land-Use Change and Forestry (MtCO?e?),Total CO2 (excluding Land-Use Change and Forestry) (MtCO2),Total CH4 (MtCO2e),Total N2O (MtCO2e),Total F-Gas (MtCO2e),Total CO2 (including Land-Use Change and Forestry) (MtCO2),Total CH4 (including Land-Use Change and Forestry) (MtCO2e),Total N2O (including Land-Use Change and Forestry) (MtCO2e),Energy (MtCO2e),Industrial Processes (MtCO2e),Agriculture (MtCO2e),Waste (MtCO2e),Land-Use Change and Forestry (MtCO2),Bunker Fuels (MtCO2),Electricity/Heat (MtCO2),Manufacturing/Construction (MtCO2),Transportation (MtCO2),Other Fuel Combustion (MtCO2e),Fugitive Emissions (MtCO2e)
Bosnia & Herzegovina,2012,27.5127,27.7526,21.22,4.1576,1.9987,0.1363,21.36175,4.218587269,2.035915141,22.8219,,2.297,1.4154,0.2399,0.02,14.83,1.76,3.16,1.5297,1.5422
Botswana,1990,12.8082,22.3263,2.77,5.064,4.9742,0,11.15811,6.042020983,5.126172461,3.6008,0.1047,8.938,0.1646,9.5181,0.03,1.5,0.49,0.65,0.7373,0.2236
Botswana,1991,12.3109,22.1171,2.7,4.8062,4.8046,0,11.3763,5.784167466,4.956609681,3.5683,0.126,8.4465,0.17,9.8063,0.03,1.38,0.48,0.71,0.7689,0.2294
Botswana,1992,12.605,22.6994,3.25,4.6579,4.697,0.0001,12.2145,5.63589395,4.8489769,4.1559,0.1472,8.1265,0.1754,10.0945,0.03,1.61,0.68,0.81,0.8205,0.2353
Botswana,1993,12.3431,22.7258,3.21,4.5269,4.6061,0.0001,12.46269,5.504880434,4.75808412,4.1434,0.1685,7.8405,0.1807,10.3827,0.01,1.61,0.63,0.79,0.8722,0.2412
Botswana,1994,12.5902,23.2611,3.04,4.7638,4.7863,0.0001,12.58088,5.741826917,4.938231339,4.0109,0.1897,8.1935,0.1861,10.6709,0.02,1.63,0.47,0.76,0.9038,0.2471
Botswana,1995,13.4916,24.4506,3.15,5.2087,5.1327,0.0002,12.97908,6.186683401,5.284668559,4.1784,0.211,8.9207,0.1915,10.9591,0.02,1.72,0.4,0.89,0.9155,0.2529
Botswana,1996,14.8586,27.5637,2.88,5.8232,6.1551,0.0004,14.00045,7.170562146,6.392238867,3.9041,0.2501,10.508,0.1965,12.705,0.02,1.28,0.54,0.9,0.9284,0.2557
Botswana,1997,14.5183,28.7516,3.03,5.5975,5.8902,0.0006,15.41399,7.180410891,6.156539176,4.0498,0.2892,9.9678,0.2015,14.2332,0.02,1.37,0.54,0.96,0.9213,0.2585
Botswana,1998,14.2875,29.9687,3.67,5.2217,5.395,0.0008,17.20672,7.055579635,5.705539484,4.7055,0.3283,9.0472,0.2065,15.6812,0.02,1.29,0.94,1.03,1.1842,0.2613
Botswana,1999,14.2064,28.1666,3.69,5.1962,5.3192,0.001,16.08509,6.55142838,5.528989793,4.7312,0.3674,8.8963,0.2115,13.9601,0.03,1.63,0.83,1.12,0.8871,0.2641
Botswana,2000,14.2084,27.1166,3.98,5.0603,5.1668,0.0013,15.64944,6.135037125,5.330880102,5.027,0.4065,8.5585,0.2165,12.9082,0.02,1.63,0.85,1.21,1.0701,0.2669
Botswana,2001,14.4966,22.9838,3.68,5.3136,5.5014,0.0017,11.42761,5.957647431,5.596896818,4.7336,0.3259,9.2167,0.2204,8.4872,0.02,1.22,0.92,1.3,1.0256,0.268
Botswana,2002,13.7161,31.3933,3.83,4.8582,5.0258,0.0021,18.76237,7.258237737,5.370633535,4.8803,0.2452,8.3562,0.2243,17.6772,0.02,1.28,1.05,1.24,1.0412,0.269
Botswana,2003,9.1384,20.0075,3.75,2.9688,2.4171,0.0024,13.42303,3.996408043,2.585640252,4.817,0.1646,3.9286,0.2283,10.8691,0.02,1.34,0.89,1.33,0.9868,0.2701
Botswana,2004,9.7521,18.3124,3.92,3.1925,2.6368,0.0028,11.96847,3.640308349,2.700786969,4.9936,0.0839,4.4424,0.2322,8.5603,0.03,1.58,0.64,1.45,1.0524,0.2712
Botswana,2005,10.2901,21.9222,4.22,3.3443,2.7225,0.0032,14.71252,4.339908656,2.866533685,5.3103,0.0032,4.7505,0.2361,11.6321,0.03,1.65,0.9,1.5,0.988,0.2722
Botswana,2006,12.6898,21.6392,4.02,4.4577,4.2083,0.0038,12.29646,5.046723991,4.292266184,5.1245,0.0038,7.3206,0.2409,8.9494,0.03,1.25,0.97,1.61,1.0157,0.2788
Botswana,2007,10.8826,22.7201,4.28,3.5806,3.0177,0.0043,14.83646,4.694029326,3.185338683,5.4087,0.0043,5.224,0.2456,11.8375,0.03,1.05,1.2,1.72,1.1533,0.2854
Botswana,2008,17.3101,26.918,4.35,6.3126,6.6426,0.0048,13.29058,6.894924662,6.727651182,5.5029,0.0048,11.5519,0.2504,9.6079,0.05,1.03,1.15,1.97,1.061,0.292
Botswana,2009,10.868,19.3414,4.05,3.7027,3.1099,0.0054,12.20203,3.983769997,3.150183681,5.2272,0.0054,5.3804,0.2551,8.4733,0.05,0.92,1.06,1.82,1.1286,0.2986
Botswana,2010,20.2135,28.9013,4.81,7.391,8.0066,0.0059,13.20982,7.642995333,8.042606179,6.0114,0.0059,13.9363,0.2599,8.6879,0.05,0.79,1.15,1.97,1.7962,0.3052
Botswana,2011,22.8145,33.5513,4.54,8.627,9.6409,0.0066,14.60054,9.217753578,9.72638689,5.767,0.0066,16.7872,0.2637,10.7368,0.05,0.65,1.25,2.09,1.4684,0.3086
Botswana,2012,13.3068,23.9026,4.47,4.5814,4.2481,0.0073,14.47727,5.089371823,4.328637601,5.7025,,7.3294,0.2676,10.5958,0.06,0.37,1.35,2.18,1.4905,0.312
Brazil,1990,565.0934,1606.5946,207.956,241.7892,111.1403,4.2079,1236.426076,250.8714299,115.0891835,212.8813,20.4869,303.1572,28.578,1041.5012,3.13,27.81,55.91,81.33,43.0656,4.7657
Brazil,1991,583.2766,1617.9013,214.988,249.143,114.7894,4.3562,1236.581636,258.2252513,118.7382669,218.6807,21.8975,313.0592,29.6492,1034.6248,3.91,27.86,59.25,85.09,42.4497,4.031
Brazil,1992,592.9674,1629.9566,217.9696,253.1891,117.3043,4.5045,1241.927654,262.2713027,121.2531603,223.0506,20.6773,318.5192,30.7204,1036.9891,3.98,29.67,59.44,85.72,43.3138,4.9068
Brazil,1993,602.9109,1642.2644,224.8841,253.8157,119.5584,4.6528,1251.206486,262.8979542,123.5072437,229.1262,21.7142,320.2989,31.7916,1039.3535,4.72,30.01,62.04,89.15,44.1679,3.7583
Brazil,1994,620.0349,1661.7528,233.3842,258.4304,123.4193,4.801,1262.070994,267.5126756,127.368137,237.0159,22.4726,327.6736,32.8628,1041.7179,5.59,29.89,64.52,93.23,45.552,3.8239
Brazil,1995,644.8677,1688.95,251.6037,262.8452,125.4694,4.9493,1282.654952,271.927407,129.4183004,253.3561,24.5501,333.0375,33.934,1044.0823,5.7,31.36,68.09,103.12,47.0061,3.78
Brazil,1996,653.8717,1698.0552,273.9978,254.4766,120.7503,4.6471,1307.40927,261.9843768,124.0144921,272.7361,27.5738,318.6822,34.8796,1044.1835,6.54,33.91,73.81,112.5,47.7976,4.7185
Brazil,1997,682.3446,1731.2848,294.1065,259.3804,124.5129,4.3448,1329.887404,268.5528765,128.4997037,291.2651,29.1832,326.0811,35.8252,1048.9402,7.92,38.14,78.81,119.37,49.9392,5.0059
Brazil,1998,702.8888,1764.3921,303.6795,265.1144,130.0523,4.0425,1341.879918,281.3600063,137.1096654,300.0628,29.9682,336.087,36.7708,1061.5034,8.16,38.93,81.13,125.58,48.5508,5.872
Brazil,1999,716.5903,1774.9004,314.6126,267.6215,130.6159,3.7403,1355.115108,280.0254261,136.0196371,310.9854,29.9984,337.8901,37.7164,1058.3101,10.58,45.33,86.24,122.96,49.9523,6.5031
Brazil,2000,733.4806,1778.9797,326.8958,272.5385,130.6082,3.438,1369.762318,274.3695758,131.4098287,323.9542,29.3325,341.5319,38.662,1045.4992,11.16,50.18,93.88,124.16,49.4139,6.3204
Brazil,2001,754.6724,1945.2897,332.995,281.5993,136.0366,4.0415,1520.941206,283.4618476,136.8451356,331.3286,29.9765,354.2591,39.1182,1190.6172,12.07,54.91,90.35,126.67,51.8006,7.598
Brazil,2002,776.4538,1972.6265,331.49,295.5846,144.7343,4.6449,1521.330668,299.9963194,146.6545424,331.3766,30.3128,375.1801,39.5744,1196.1726,13.49,50.26,93.45,128.58,52.0374,7.0492
Brazil,2003,788.5656,1987.2635,322.7236,307.5107,153.0829,5.2484,1514.58372,312.2751511,155.1562193,325.7403,29.0918,393.6929,40.0306,1198.6979,13.25,50.44,92.01,126.07,50.7741,6.4462
Brazil,2004,826.2988,2029.8726,340.5358,321.3836,158.5276,5.8519,1534.1937,328.2940629,161.5329261,344.4869,30.0766,411.2486,40.4868,1203.5737,13.36,56.2,94.87,134.89,52.0508,6.476
Brazil,2005,840.1933,2056.9903,346.5112,327.0507,160.1761,6.4553,1542.059866,341.8611547,166.613923,349.4385,32.9996,416.8022,40.943,1216.797,14.22,58.54,94.52,135.59,52.1076,8.6809
Brazil,2006,840.588,1632.5578,352.1808,323.2026,158.3053,6.8993,1135.522552,329.2056948,160.9302258,354.1727,35.2793,409.6783,41.4677,791.9698,14.31,58.87,96.33,138.59,52.6379,7.7447
Brazil,2007,868.6,1685.5654,369.3556,322.3174,169.5838,7.3433,1154.215244,344.6986049,179.3083086,369.663,38.2882,418.6664,41.9924,816.9654,15.45,58.12,104.56,144.21,54.6583,8.1148
Brazil,2008,883.7682,1677.1592,391.9075,321.3845,162.6889,7.7872,1178.280722,326.2743251,164.8169714,390.1294,41.6781,409.4337,42.5171,793.391,18.89,69.15,105.71,149.54,56.9686,8.7607
Brazil,2009,870.7362,1661.52,370.3887,325.0187,167.0975,8.2312,1158.334332,326.9992352,167.9552742,369.3753,42.2577,416.0714,43.0418,790.7839,16.65,58.12,96.48,146.98,56.549,11.2463
Brazil,2010,950.3121,1773.7744,422.4304,337.0504,182.1561,8.6751,1211.8423,360.7903654,192.466617,418.3704,46.6185,441.7566,43.5665,823.4624,18.39,69.65,115.13,166.01,57.9693,9.6112
Brazil,2011,973.7766,1768.7537,443.1584,337.733,183.5205,9.3647,1234.081278,340.5583377,184.7494181,437.3425,50.0197,442.3708,44.0537,794.9771,19.89,63.41,125.22,181.9,58.0544,8.758
Brazil,2012,1012.5542,1823.1483,477.7701,338.9961,185.7337,10.0542,1270.209522,351.65358,191.2310092,469.7267,53.8823,444.4144,44.5408,810.5942,18.64,81.8,121.44,198.89,59.0295,8.5672
Brunei,1990,12.5092,14.7601,3.9075,8.5313,0.0681,0.0024,6.12609,8.55528886,0.076317886,12.339,0.0024,0.0756,0.0922,2.2508,0.22,2.52,0.13,0.55,0.0507,9.0883
Brunei,1991,12.1092,14.3077,3.37,8.6674,0.0689,0.0029,5.53631,8.691437739,0.07708567,11.9351,0.0029,0.077,0.0942,2.1986,0.28,2.59,0.14,0.59,0.0506,8.5645
Brunei,1992,12.447,14.6408,3.57,8.8023,0.0713,0.0034,5.73159,8.826326619,0.079523453,12.2786,0.0034,0.0787,0.0963,2.1938,0.3,2.7,0.18,0.65,0.0504,8.6982
Brunei,1993,12.8632,15.0523,3.86,8.9364,0.063,0.0039,6.01686,8.960395499,0.071201237,12.6922,0.0039,0.0689,0.0983,2.1891,0.33,2.94,0.18,0.68,0.0603,8.8319
Brunei,1994,13.2696,15.454,4.13,9.0727,0.0625,0.0044,6.28213,9.096734378,0.07073902,13.0957,0.0044,0.0692,0.1003,2.1844,0.4,3.16,0.19,0.72,0.0601,8.9656
Brunei,1995,13.7653,15.945,4.49,9.2075,0.063,0.0049,6.6374,9.231483258,0.071196804,13.5993,0.0049,0.0688,0.1023,2.1796,0.42,3.46,0.21,0.77,0.06,9.0993
Brunei,1996,14.4383,16.5759,4.8346,9.533,0.0632,0.0075,6.959146,9.542666476,0.066563731,14.1321,0.1321,0.0693,0.1048,2.1376,0.42,3.58,0.24,0.83,0.06,9.4221
Brunei,1997,15.155,17.3229,5.2146,9.8611,0.0692,0.0101,7.349236,9.885629693,0.077900657,14.835,0.1347,0.0781,0.1072,2.1678,0.47,3.88,0.27,0.87,0.07,9.745
Brunei,1998,14.6992,17.551,4.4263,10.187,0.0732,0.0127,6.896046,10.47247291,0.169737584,14.3878,0.119,0.0827,0.1097,2.8518,0.43,3.25,0.2,0.81,0.06,10.0678
Brunei,1999,14.9127,17.021,4.3026,10.5135,0.0814,0.0153,6.405922,10.51713613,0.082604511,14.5807,0.1179,0.092,0.1121,2.1083,0.38,3.16,0.17,0.8,0.06,10.3907
Brunei,2000,15.4921,17.5988,4.5472,10.8388,0.0881,0.0179,6.647218,10.84383935,0.089841437,15.1436,0.1351,0.0988,0.1146,2.1067,0.43,3.42,0.15,0.8,0.06,10.7136
Brunei,2001,15.4665,17.4995,4.4236,10.9252,0.0939,0.0238,6.456634,10.92515096,0.093927907,15.1061,0.1374,0.1058,0.1171,2.0331,0.44,3.3,0.12,0.83,0.06,10.7961
Brunei,2002,15.6211,17.6699,4.4909,11.0094,0.091,0.0297,6.529522,11.01709257,0.093594376,15.2487,0.1506,0.1021,0.1197,2.0489,0.47,3.31,0.13,0.87,0.06,10.8787
Brunei,2003,16.5964,18.6475,5.3672,11.0961,0.0974,0.0356,7.402028,11.10806419,0.101790846,16.2112,0.1529,0.1101,0.1222,2.0511,0.48,4.14,0.14,0.91,0.06,10.9612
Brunei,2004,16.3654,18.4007,5.0409,11.1801,0.1029,0.0416,7.069132,11.1854358,0.104617315,15.9538,0.1625,0.1144,0.1248,2.0353,0.51,3.78,0.12,0.96,0.05,11.0438
Brunei,2005,16.3637,18.4247,4.9519,11.2653,0.099,0.0475,6.987634,11.28394742,0.105653784,15.9364,0.1794,0.1106,0.1274,2.061,0.52,3.7,0.12,0.94,0.05,11.1264
Brunei,2006,18.7104,20.7548,7.3309,11.2213,0.1043,0.0538,9.374552,11.22192025,0.104503084,18.279,0.1748,0.1167,0.1299,2.0444,0.56,4.21,1.9,1.02,0.07,11.079
Brunei,2007,18.2878,20.3273,6.9389,11.1778,0.1108,0.0602,8.978458,11.17782309,0.110792383,17.8617,0.1591,0.1244,0.1325,2.0395,0.54,3.77,1.84,1.11,0.11,11.0317
Brunei,2008,18.6403,20.6766,7.3309,11.1332,0.1097,0.0666,9.366672,11.13350593,0.109831682,18.2044,0.1875,0.1234,0.135,2.0362,0.56,3.94,1.92,1.12,0.24,10.9844
Brunei,2009,18.8016,20.8916,7.5299,11.0892,0.1095,0.073,9.5888,11.11231877,0.117570981,18.367,0.1829,0.1241,0.1376,2.0901,0.53,5.11,0.99,1.11,0.22,10.937
Brunei,2010,18.9101,20.9674,7.6699,11.0451,0.1158,0.0793,9.71134,11.0568616,0.11988028,18.4597,0.1892,0.131,0.1402,2.0573,0.61,5.13,1.17,1.17,0.1,10.8897
Brunei,2011,19.8173,21.8421,8.3836,11.2335,0.1119,0.0883,10.408104,11.23376704,0.111931428,19.3387,0.2019,0.124,0.1427,2.0248,0.64,5.13,1.76,1.27,0.1,11.0787
Brunei,2012,20.0453,22.0675,8.4,11.4267,0.1214,0.0973,10.42143,11.42722248,0.121572575,19.6577,,0.1351,0.1453,2.0222,0.45,4.96,2,1.33,0.1,11.2677
Bulgaria,1990,99.7969,90.7589,77.2886,14.3205,8.1779,0.0098,68.232284,14.3328123,8.184008074,77.9375,3.9602,11.2762,6.623,-9.038,0.89,47.54,13.43,6.38,8.284,2.3036
Bulgaria,1991,79.1973,68.1982,57.6935,13.9604,7.5254,0.0181,46.675912,13.97272241,7.531436927,59.4332,2.7472,10.3947,6.6222,-10.9992,1.49,37.86,9.66,3.6,6.0509,2.2624
Bulgaria,1992,74.3002,63.267,55.2226,13.2782,5.7731,0.0263,44.17094,13.29050253,5.77920578,57.0089,2.5785,8.0914,6.6214,-11.0333,1.77,37.16,8.12,3.77,5.7378,2.2211
Bulgaria,1993,73.5483,62.481,56.1503,12.2834,5.08,0.0346,45.064582,12.29575265,5.086064633,57.9146,2.4684,6.5347,6.6206,-11.0673,2.02,37.54,7.67,4.27,6.2547,2.1799
Bulgaria,1994,70.2473,59.1459,53.5526,11.6148,5.037,0.0428,42.43289,11.62707276,5.043103486,55.3203,2.3729,5.9543,6.6198,-11.1014,1.81,34.49,8.99,3.9,5.8016,2.1387
Bulgaria,1995,70.0186,58.8831,54.3032,11.3993,4.2649,0.051,43.149428,11.41165288,4.271002339,55.916,2.4057,5.0979,6.619,-11.1355,1.83,35.05,10.16,4.15,4.4585,2.0974
Bulgaria,1996,70.4616,59.2804,54.9762,11.2118,4.1973,0.0762,43.781754,11.22070698,4.201724972,56.4654,2.3359,5.174,6.4764,-11.1812,1.41,35.33,10.07,4.1,4.9202,2.0452
Bulgaria,1997,67.037,55.8185,51.9844,10.7871,4.164,0.1014,40.75403,10.79508108,4.167977605,53.6748,1.9913,5.0471,6.3337,-11.2185,0.47,29.35,14.63,4.24,3.4619,1.9929
Bulgaria,1998,64.2653,53.0245,49.7284,10.5897,3.8207,0.1266,38.469748,10.60143518,3.826690238,51.3043,1.9325,4.8375,6.1911,-11.2409,0.6,28.53,11.82,5.37,3.6436,1.9407
Bulgaria,1999,58.2364,46.9548,44.0059,10.5186,3.5601,0.1518,32.71134,10.52749928,3.564202871,45.3637,1.9872,4.837,6.0484,-11.2816,0.23,26.26,8.49,5.59,3.1353,1.8884
Bulgaria,2000,57.4954,46.2206,43.4592,10.2824,3.5768,0.177,32.14129,10.30889338,3.593445504,44.6832,1.9577,4.9487,5.9058,-11.2748,0.44,26,8.81,5.38,2.657,1.8362
Bulgaria,2001,60.0983,46.8969,46.1006,9.9816,3.8048,0.2113,32.869616,10.0051583,3.810840585,47.3997,1.953,4.9835,5.7721,-13.2013,0.61,28.85,8.66,5.55,2.5077,1.832
Bulgaria,2002,57.5891,44.1202,43.2962,9.618,4.4292,0.2456,29.824594,9.619643228,4.430335667,44.5662,2.0325,5.352,5.6385,-13.4688,0.7,26.13,7.97,5.77,2.8685,1.8277
Bulgaria,2003,62.0116,48.3948,47.5979,9.6142,4.5195,0.28,33.974624,9.619168151,4.521040749,48.8927,2.068,5.5461,5.5048,-13.6168,0.9,29,8.68,6.35,3.0392,1.8235
Bulgaria,2004,61.2461,47.4822,47.1356,9.5112,4.2851,0.3143,33.36068,9.519953074,4.28724583,48.0092,2.5395,5.3163,5.3711,-13.7639,0.81,28.22,8.61,6.76,2.5999,1.8193
Bulgaria,2005,61.56,47.6028,48.1027,9.2647,3.844,0.3487,34.140088,9.268287997,3.845790912,48.6557,2.9305,4.7364,5.2375,-13.9572,0.9,28.27,8.51,7.44,2.6207,1.815
Bulgaria,2006,62.6766,49.6991,49.6008,9.0958,3.5913,0.3886,36.610748,9.106339038,3.59337932,49.9663,3.2921,4.2813,5.1269,-12.9775,0.86,28.53,8.66,8.04,2.8712,1.8651
Bulgaria,2007,66.4535,53.4208,53.0384,9.0752,3.9113,0.4285,39.91252,9.129790078,3.949977728,53.3269,3.5731,4.5473,5.0163,-13.0327,0.7,31.82,9.11,7.88,2.6017,1.9151
Bulgaria,2008,64.7438,51.4784,51.0839,8.9036,4.2879,0.4684,37.808518,8.910871118,4.290596136,51.1875,3.942,4.7187,4.9057,-13.2654,1.01,31.38,7.21,8.26,2.3723,1.9652
Bulgaria,2009,57.4778,44.06,43.5164,8.747,4.7061,0.5084,30.096528,8.748512159,4.706604544,44.798,2.9479,4.9468,4.7951,-13.4178,1.09,28.54,4.16,7.93,2.1528,2.0152
Bulgaria,2010,59.1356,45.5974,45.2083,8.6355,4.7435,0.5483,31.660958,8.641453199,4.746722952,46.8886,2.7233,4.8392,4.6845,-13.5381,0.8,30.45,4.35,7.71,2.3133,2.0653
Bulgaria,2011,64.6204,50.9503,50.0653,8.5614,5.401,0.5926,36.390442,8.56532357,5.401842241,51.8067,2.7418,5.4244,4.6476,-13.6701,0.74,34.99,4.29,7.89,2.5558,2.0809
Bulgaria,2012,59.9717,46.2247,45.7447,8.5398,5.0502,0.637,31.97156675,8.558663941,5.05744153,47.0148,3.2926,5.0537,4.6107,-13.7471,0.68,30.4,3.83,8.17,2.5182,2.0966
Burkina Faso,1990,11.1056,24.8077,0.5862,5.4938,5.0256,0,13.41464,6.10297388,5.290091978,,0,10.0958,0.4184,13.7021,,,,,,0
Burkina Faso,1991,11.511,24.1476,0.6265,5.6544,5.2299,0.0002,12.389414,6.263612409,5.494351216,,0.0002,10.4507,0.4282,12.6366,,,,,,0
Burkina Faso,1992,11.8941,24.5241,0.6302,5.8833,5.3803,0.0004,12.386448,6.492480939,5.644750453,,0.0004,10.82,0.4379,12.6299,,,,,,0
Burkina Faso,1993,12.2356,24.8589,0.6265,6.0811,5.5273,0.0006,12.376164,6.690339468,5.79180969,,0.0006,11.1549,0.4476,12.6233,,,,,,0
Burkina Faso,1994,12.6709,25.2876,0.6449,6.3229,5.7023,0.0008,12.387854,6.932137998,5.966838927,,0.0008,11.5617,0.4573,12.6167,,,,,,0
Burkina Faso,1995,13.1168,25.7268,0.6265,6.6034,5.8859,0.0009,12.362904,7.212576527,6.150428165,,0.0156,12.0157,0.467,12.61,,,,,,0
Burkina Faso,1996,13.4708,26.2444,0.7072,6.7789,5.9828,0.0019,12.436892,7.506839444,6.298861195,,0.0165,12.2783,0.4769,12.7737,,,,,,0
Burkina Faso,1997,14.2438,26.95,0.8061,7.1251,6.3098,0.0028,12.52919,7.810582361,6.607464225,,0.0211,12.9415,0.4868,12.7062,,,,,,0
Burkina Faso,1998,14.6109,27.8725,0.861,7.2881,6.4581,0.0037,12.57752,8.365425278,6.925897254,,0.022,13.2429,0.4967,13.2616,,,,,,0
Burkina Faso,1999,15.1772,28.0546,0.9307,7.5343,6.7077,0.0046,12.640516,8.348348195,7.061170284,,0.0925,13.7287,0.5066,12.8774,,,,,,0
Burkina Faso,2000,14.6752,27.7053,1.0406,7.0738,6.5554,0.0055,12.743806,7.998931111,6.957073314,,0.0568,13.106,0.5165,13.0301,,,,,,0
Burkina Faso,2001,14.5326,26.497,0.9966,7.1108,6.418,0.0071,11.983368,7.792517384,6.714015261,,0.0328,12.9893,0.5328,11.9644,,,,,,0
Burkina Faso,2002,15.1796,27.6338,1.0039,7.3698,6.7971,0.0087,11.997426,8.388343656,7.239307208,,0.0234,13.611,0.549,12.4542,,,,,,0
Burkina Faso,2003,18.1461,30.1771,1.0772,8.9954,8.063,0.0104,12.077446,9.714189928,8.375089155,,0.025,16.4863,0.5653,12.0311,,,,,,0
Burkina Faso,2004,18.4177,30.1731,1.1029,9.1596,8.1433,0.012,12.109834,9.6814462,8.369871102,,0.0266,16.7143,0.5815,11.7554,,,,,,0
Burkina Faso,2005,19.018,31.1498,1.1248,9.4209,8.4586,0.0136,12.138548,10.20056247,8.797063049,,0.0283,17.2746,0.5978,12.1318,,,,,,0
Burkina Faso,2006,18.907,31.282,1.3593,9.3053,8.227,0.0154,13.106864,9.742762553,8.41691442,,0.0301,16.9123,0.6126,12.375,,,,,,0
Burkina Faso,2007,19.5252,31.8898,1.6451,9.5012,8.3616,0.0173,13.385376,9.936562635,8.55065579,,0.0319,17.2278,0.6275,12.3647,,,,,,0
Burkina Faso,2008,20.0142,32.2435,1.6964,9.7918,8.5069,0.0191,13.429392,10.13790272,8.657177161,,0.0337,17.6486,0.6424,12.2294,,,,,,0
Burkina Faso,2009,20.5155,32.7684,1.6635,10.1288,8.7023,0.0209,13.389136,10.4964828,8.861908531,,0.0355,18.166,0.6573,12.253,,,,,,0
Burkina Faso,2010,21.2867,33.4743,1.6818,10.556,9.0262,0.0227,13.400176,10.88317288,9.168199902,,0.0374,18.902,0.6722,12.1876,,,,,,0
Burkina Faso,2011,21.6439,33.8518,1.9309,10.7141,8.9726,0.0263,13.642048,11.06050256,9.122975931,,0.0409,18.9892,0.6893,12.2079,,,,,,0
Burkina Faso,2012,21.0974,33.0099,1.406,10.7309,8.9307,0.0298,13.10981,10.87644224,8.993881959,,,18.9469,0.7065,11.9126,,,,,,0
Burundi,1990,2.2998,11.2182,0.2931,0.9108,1.0958,0,9.16663,0.948188794,1.10341527,,0,1.2833,0.2315,8.9185,,,,,,0
Burundi,1991,2.3992,7.583,0.3371,0.9564,1.1054,0.0002,5.475978,0.99382688,1.112999672,,0.0002,1.2956,0.2345,5.1839,,,,,,0
Burundi,1992,2.4346,7.6809,0.3114,0.9981,1.1246,0.0005,5.51271,1.035524967,1.132184074,,0.0005,1.3135,0.2375,5.2462,,,,,,0
Burundi,1993,2.4651,7.7737,0.3298,1.0198,1.1148,0.0007,5.59342,1.057183054,1.122428476,,0.0007,1.2824,0.2405,5.3086,,,,,,0
Burundi,1994,2.4084,7.7794,0.3334,1.007,1.067,0.0009,5.659464,1.04441114,1.074572878,,0.0009,1.1788,0.2436,5.371,,,,,,0
Burundi,1995,2.4769,7.9102,0.3261,1.0584,1.0912,0.0011,5.714516,1.095829227,1.09876728,,0.0011,1.2114,0.2466,5.4334,,,,,,0
Burundi,1996,2.4263,7.928,0.3224,1.0171,1.0845,0.0022,5.766932,1.062692581,1.096137849,,0.0022,1.1937,0.25,5.5017,,,,,,0
Burundi,1997,2.4096,7.9824,0.3078,0.9981,1.1004,0.0033,5.826006,1.042495936,1.110608419,,0.0033,1.2208,0.2534,5.5729,,,,,,0
Burundi,1998,2.2843,7.9395,0.2931,0.9104,1.0764,0.0044,5.89702,0.953699291,1.084408988,,0.0044,1.1394,0.2568,5.6552,,,,,,0
Burundi,1999,2.2666,7.9668,0.2858,0.8755,1.0998,0.0055,5.928902,0.921602645,1.110759558,,0.0055,1.1581,0.2602,5.7002,,,,,,0
Burundi,2000,2.2573,8.0379,0.2931,0.8486,1.109,0.0066,6.01866,0.894326,1.118360127,,0.0066,1.1708,0.2637,5.7806,,,,,,0
Burundi,2001,2.1549,6.6262,0.2088,0.801,1.1365,0.0085,4.625778,0.8479848,1.143902902,,0.0085,1.2109,0.2707,4.4713,,,,,,0
Burundi,2002,2.037,6.5091,0.2125,0.7033,1.1107,0.0105,4.620152,0.7567536,1.121695676,,0.0105,1.1476,0.2777,4.4721,,,,,,0
Burundi,2003,1.9545,6.4337,0.1612,0.6524,1.1284,0.0124,4.582136,0.7021424,1.136928451,,0.0124,1.1746,0.2847,4.4792,,,,,,0
Burundi,2004,1.994,6.4652,0.1979,0.6129,1.1688,0.0144,4.604126,0.6664912,1.180211225,,0.0144,1.2358,0.2917,4.4713,,,,,,0
Burundi,2005,1.9516,6.3485,0.1539,0.5718,1.2096,0.0163,4.511258,0.605,1.215894,,0.0163,1.2956,0.2987,4.3969,,,,,,0
Burundi,2006,2.0762,6.0572,0.1869,0.6151,1.2552,0.0191,4.139854,0.638033168,1.260184909,,0.0191,1.3716,0.3071,3.981,,,,,,0
Burundi,2007,2.1385,6.0947,0.1905,0.6485,1.2776,0.0218,4.125388,0.666096337,1.281405818,,0.0218,1.4146,0.3154,3.9562,,,,,,0
Burundi,2008,2.2695,6.3089,0.1942,0.7009,1.3498,0.0246,4.193442,0.735119505,1.355766727,,0.0246,1.5263,0.3237,4.0394,,,,,,0
